WOS relevance rank,Authors,Article Title,Source Title,Publication Year,Volume,Issue,DOI,Relevant? Y/N,micrlocfull,micrtax,otherPhenMicrLink,MicrobesAffectPhenology,manipulationtype,inoctype,phentrait,phentrait_of,anyeffect,SelectionOnPlantMeasured,FitnessComponent,RawDataAvailable,Notes
561,"Liu, A; Ridsdill-Smith, TJ; Nicholas, DC","Effect of seedling damage by redlegged earth mite, Halotydeus destructor, on subsequent growth and development of yellow lupin, Lupinus luteus, in the glasshouse",AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH,2000,51,1,10.1071/AR99037,,,,,,,,,,,,,,
562,"Khlifa, R; Paquette, A; Messier, C; Reich, PB; Munson, AD",Do temperate tree species diversity and identity influence soil microbial community function and composition?,ECOLOGY AND EVOLUTION,2017,7,19,10.1002/ece3.3313,,,,,,,,,,,,,,
563,"Ogut, M; Er, F; Kandemir, N",Phosphate solubilization potentials of soil Acinetobacter strains,BIOLOGY AND FERTILITY OF SOILS,2010,46,7,10.1007/s00374-010-0475-7,,,,,,,,,,,,,,
564,"Tang, QY; Peng, SB; Buresh, RJ; Zou, YB; Castilla, NP; Mew, TW; Zhong, XH",Rice varietal difference in sheath blight development and its association with yield loss at different levels of N fertilization,FIELD CROPS RESEARCH,2007,102,3,10.1016/j.fcr.2007.04.005,,,,,,,,,,,,,,
565,"Waldrop, MP; Firestone, MK",Response of microbial community composition and function to soil climate change,MICROBIAL ECOLOGY,2006,52,4,10.1007/s00248-006-9103-3,,,,,,,,,,,,,,
566,"Quach, T; Nguyen, H; Valliyodan, B; Joshi, T; Xu, D; Nguyen, H",Genome-wide expression analysis of soybean NF-Y genes reveals potential function in development and drought response,MOLECULAR GENETICS AND GENOMICS,2015,290,3,10.1007/s00438-014-0978-2,,,,,,,,,,,,,,
567,"Kim, MJ; Shim, CK; Kim, YK; Hong, SJ; Park, JH; Han, EJ; Kim, SC",Enhancement of Seed Dehiscence by Seed Treatment with Talaromyces flavus GG01 and GG04 in Ginseng (Panax ginseng),PLANT PATHOLOGY JOURNAL,2017,33,1,10.5423/PPJ.OA.06.2016.0146,,,,,,,,,,,,,,
568,"Mastrocola, D; Lerici, CR; Pizzirani, S; Romani, S",Combined techniques in air drying of fruit: Pretreatments in solutions containing ethanol,INDUSTRIE ALIMENTARI,1997,36,360,,,,,,,,,,,,,,,
569,"Pang, ECK; Halloran, GM",The genetics of blackleg [Leptosphaeria maculans (Desm) Ces et De Not] resistance in rapeseed (Brassica napus L) .2. Seedling and adult plant resistance as quantitative traits,THEORETICAL AND APPLIED GENETICS,1996,93,5-6,10.1007/BF00224097,,,,,,,,,,,,,,
570,"Baird, JM; Walley, FL; Shirtliffe, SJ",Arbuscular mycorrhizal fungi colonization and phosphorus nutrition in organic field pea and lentil,MYCORRHIZA,2010,20,8,10.1007/s00572-010-0305-7,,,,,,,,,,,,,,
571,"Sarkhosh, A; Vargas, AI; Schaffer, B; Palmateer, AJ; Lopez, P; Soleymani, A; Farzaneh, M",Postharvest management of anthracnose in avocado (Persea americana Mill.) fruit with plant-extracted oils,FOOD PACKAGING AND SHELF LIFE,2017,12,,10.1016/j.fpsl.2017.02.001,,,,,,,,,,,,,,
572,"Moreno-Espindola, IP; Ferrara-Guerrero, MJ; De Leon-Gonzalez, F; Rivera-Becerril, F; Mayorga-Reyes, L; Perez, NO","Enzymatic activity and culturable bacteria diversity in rhizosphere of amaranth, as indicators of crop phenological changes",BOTANICAL SCIENCES,2018,96,4,10.17129/botsci.1991,,,,,,,,,,,,,,
573,"Wagle, P; Gowda, PH; Northup, BK; Starks, PJ; Neel, JPS","Response of Tallgrass Prairie to Management in the US Southern Great Plains: Site Descriptions, Management Practices, and Eddy Covariance Instrumentation for a Long-Term Experiment",REMOTE SENSING,2019,11,17,10.3390/rs11171988,,,,,,,,,,,,,,
574,"Okada, H; Harada, H; Tsukiboshi, T; Araki, M",Characteristics of Tylencholaimus parvus (Nematoda : Dorylaimida) as a fungivorus nematode,NEMATOLOGY,2005,7,,10.1163/156854105776186424,,,,,,,,,,,,,,
575,"Liu, W; Jiang, SS; Zhang, YL; Yue, SC; Christie, P; Murray, PJ; Li, XL; Zhang, JL",Spatiotemporal changes in arbuscular mycorrhizal fungal communities under different nitrogen inputs over a 5-year period in intensive agricultural ecosystems on the North China Plain,FEMS MICROBIOLOGY ECOLOGY,2014,90,2,10.1111/1574-6941.12405,,,,,,,,,,,,,,
576,"Lima, KB; Netto, AFR; Martins, MA; Freitas, MSM","GROWTH, NUTRIENT AND TOTAL PHENOLS ACCUMULATION IN AUSTRALIAN RED CEDAR SEEDLINGS (Toona ciliata) INOCULATED WITH MYCORRHIZAL FUNGI",CIENCIA FLORESTAL,2015,25,4,,,,,,,,,,,,,,,
577,"Gange, AC; Smith, AK",Arbuscular mycorrhizal fungi influence visitation rates of pollinating insects,ECOLOGICAL ENTOMOLOGY,2005,30,5,10.1111/j.0307-6946.2005.00732.x,,,,,,,,,,,,,,
578,"Azarnia, M; Biabani, A; Alamdari, EG; Eisvand, HR","Effects of Seed Priming with Gibberellic, Salicylic Acids and Mycorrhizal Inoculation on Lentil (Lens culinaris L.) Yield and its Components",LEGUME RESEARCH,2020,43,4,10.18805/LR-496,,,,,,,,,,,,,,
579,"de la Pena, E; Van De Velde, H; Lens, L; Bonte, D","Soil Conditions in Natural, Declining and Restored Heathlands Influence Plant-Pollinator Interactions of Calluna vulgaris",RESTORATION ECOLOGY,2012,20,5,10.1111/j.1526-100X.2011.00844.x,,,,,,,,,,,,,,
580,"Deonier, DL","Rhysophora laffooni, new species (Diptera : Ephydridae), a saprophage on water lettuce (Pistia stratiotes L.) in Florida",PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,1998,100,4,,,,,,,,,,,,,,,
581,"Mann, RS; Sidhu, JS; Butter, NS; Sohi, AS; Sekhon, PS",Performance of Bemisia tabaci (Hemiptera : Aleyrodidae) on healthy and cotton leaf curl virus infected cotton,FLORIDA ENTOMOLOGIST,2008,91,2,10.1653/0015-4040(2008)91[249:POBTHA]2.0.CO;2,,,,,,,,,,,,,,
582,"Vazquez-Santos, Y; Castillo-Arguero, S; Martinez-Orea, Y; Sanchez-Gallen, I; Vega-Frutis, R; Camargo-Ricalde, SL; Hernandez-Cuevas, LV",The reproductive phenology of Acaena elongata and its relation with arbuscular mycorrhizal fungi,SYMBIOSIS,2019,79,2,10.1007/s13199-019-00629-z,,,,,,,,,,,,,,
583,"Brentu, CF; Speijer, PR; Green, KR; Hemeng, BMS; De Waele, D; Coyne, DL","Micro-plot evaluation of the yield reduction potential of Pratylenchus coffeae, Helicotylenchus multicinctus and Meloidogyne javanica on plantain cv. Apantu-pa (Musa spp., AAB-group) in Ghana",NEMATOLOGY,2004,6,,10.1023/B:NEMT.0000046915.35372.0a,,,,,,,,,,,,,,
584,"Konieczny, R; Obert, B; Bleho, J; Novak, O; Heym, C; Tuleja, M; Muller, J; Strnad, M; Menzel, D; Samaj, J",Stable transformation of Mesembryanthemum crystallinum (L.) with Agrobacterium rhizogenes harboring the green fluorescent protein targeted to the endoplasmic reticulum,JOURNAL OF PLANT PHYSIOLOGY,2011,168,7,10.1016/j.jplph.2010.10.013,,,,,,,,,,,,,,
585,"Ferreira, EPD; Knupp, AM; Martin-Didonet, CCG",GROWTH OF RICE CULTIVARS (Oryza sativa L.) AS AFFECTED BY INOCULATION WITH PLANT GROWTH-PROMOTING BACTERIA,BIOSCIENCE JOURNAL,2014,30,3,,,,,,,,,,,,,,,
586,"Hubbard, M; Germida, JJ; Vujanovic, V",Fungal endophytes enhance wheat heat and drought tolerance in terms of grain yield and second-generation seed viability,JOURNAL OF APPLIED MICROBIOLOGY,2014,116,1,10.1111/jam.12311,,,,,,,,,,,,,,
587,"BAS, N; MOLLEMA, C; LINDHOUT, P",RESISTANCE IN LYCOPERSICON-HIRSUTUM F GLABRATUM TO THE GREENHOUSE-WHITEFLY (TRIALEURODES-VAPORARIORUM) INCREASES WITH PLANT-AGE,EUPHYTICA,1992,64,3,10.1007/BF00046048,,,,,,,,,,,,,,
588,"David, AS; Thapa-Magar, KB; Menges, ESM; Searcy, CA; Afkhami, ME",Do plant-microbe interactions support the Stress Gradient Hypothesis?,ECOLOGY,2020,101,8,10.1002/ecy.3081,,,,,,,,,,,,,,
589,"Olivera, M; Tejera, N; Iribarne, C; Ocana, A; Lluch, C","Growth, nitrogen fixation and ammonium assimilation in common bean (Phaseolus vulgaris): effect of phosphorus",PHYSIOLOGIA PLANTARUM,2004,121,3,10.1111/j.0031-9317.2004.00355.x,,,,,,,,,,,,,,
590,"Ahlholm, JU; Helander, M; Lehtimaki, S; Wali, P; Saikkonen, K",Vertically transmitted fungal endophytes: different responses of host-parasite systems to environmental conditions,OIKOS,2002,99,1,10.1034/j.1600-0706.2002.990118.x,,,,,,,,,,,,,,
591,"Oberhofer, M; Leuchtmann, A",Genetic diversity in epichloid endophytes of Hordelymus europaeus suggests repeated host jumps and interspecific hybridizations,MOLECULAR ECOLOGY,2012,21,11,10.1111/j.1365-294X.2012.05459.x,,,,,,,,,,,,,,
592,"Kaur, P; Sivasithamparam, K; Barbetti, MJ",SITE OF INOCULATION AND STAGE OF PLANT DEVELOPMENT DETERMINE SYMPTOM TYPE AND EXPRESSION IN BRASSICA JUNCEA FOLLOWING INFECTION WITH ALBUGO CANDIDA,JOURNAL OF PLANT PATHOLOGY,2011,93,2,,,,,,,,,,,,,,,
593,"Schmidt, S; Stewart, GR",delta N-15 values of tropical savanna and monsoon forest species reflect root specialisations and soil nitrogen status,OECOLOGIA,2003,134,4,10.1007/s00442-002-1150-y,,,,,,,,,,,,,,
594,"Varga, S; Kytoviita, MM",Differential competitive ability between sexes in the dioecious Antennaria dioica (Asteraceae),ANNALS OF BOTANY,2012,110,7,10.1093/aob/mcs170,,,,,,,,,,,,,,
595,"Williams, WP; Windham, GL",Aflatoxin Accumulation in a Maize Diallel Cross,AGRICULTURE-BASEL,2015,5,2,10.3390/agriculture5020344,,,,,,,,,,,,,,
596,"Gustavo, SP; Luis, ICJ; Elizabeth, VHM; Gabriel, GM; Manuel, SYJ",Response of Glycine max to Azospirillum lipoferum y Rhizobium etli at 50% dose of nitrogen fertilizer,JOURNAL OF THE SELVA ANDINA RESEARCH SOCIETY,2018,9,2,,,,,,,,,,,,,,,
597,"Mitter, V; Zhang, MC; Liu, CJ; Ghosh, R; Ghosh, M; Chakraborty, S",A high-throughput glasshouse bioassay to detect crown rot resistance in wheat germplasm,PLANT PATHOLOGY,2006,55,3,10.1111/j.1365-3059.2006.01384.x,,,,,,,,,,,,,,
598,"Junior, LAZ; Rodrigues, FA; Fontes, RL; Korndorfer, GH; Neves, JC",Rice Resistance to Brown Spot Mediated by Silicon and its Interaction with Manganese,JOURNAL OF PHYTOPATHOLOGY,2009,157,2,10.1111/j.1439-0434.2008.01447.x,,,,,,,,,,,,,,
599,"Fontes, PCR; Moreira, MA; F'ontes, RLF; Cardoso, AA",Effects of zinc fungicides and different zinc fertilizer application methods on soluble and total zinc in potato plant shoots,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,1999,30,13-14,10.1080/00103629909370336,,,,,,,,,,,,,,
600,"Gillard, CL; Ranatunga, NK; Conner, RL",The control of dry bean anthracnose through seed treatment and the correct application timing of foliar fungicides,CROP PROTECTION,2012,37,,10.1016/j.cropro.2012.02.009,,,,,,,,,,,,,,
601,"BEERLING, DJ; WOODWARD, FI",THE CLIMATE-CHANGE EXPERIMENT (CLIMEX) - PHENOLOGY AND GAS-EXCHANGE RESPONSES OF BOREAL VEGETATION TO GLOBAL CHANGE,GLOBAL ECOLOGY AND BIOGEOGRAPHY,1994,4,1,10.2307/2997721,,,,,,,,,,,,,,
602,"Roy, M; Gonneau, C; Rocheteau, A; Berveiller, D; Thomas, JC; Damesin, C; Selosse, MA",Why do mixotrophic plants stay green? A comparison between green and achlorophyllous orchid individuals in situ,ECOLOGICAL MONOGRAPHS,2013,83,1,10.1890/11-2120.1,,,,,,,,,,,,,,
603,"Araujo, MUP; Rios, JA; Silva, ET; Rodrigues, FA",Silicon Alleviates Changes in the Source-Sink Relationship of Wheat Plants Infected by Pyricularia oryzae,PHYTOPATHOLOGY,2019,109,7,10.1094/PHYTO-11-18-0428-R,,,,,,,,,,,,,,
604,"Endresz, G; Somodi, I; Kalapos, T",Arbuscular mycorrhizal colonisation of roots of grass species differing in invasiveness,COMMUNITY ECOLOGY,2013,14,1,10.1556/ComEc.14.2013.1.8,,,,,,,,,,,,,,
605,"Goufo, P; Fontem, DA; Ngnokam, D",Evaluation of plant extracts for tomato late blight control in Cameroon,NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE,2010,38,3,10.1080/01140671.2010.495374,,,,,,,,,,,,,,
606,"Barbosa, JZ; Demetrio, WC; Silva, CM; Dionisio, JA","Earthworms (Amynthas spp.) increase common bean growth, microbial biomass, and soil respiration",SEMINA-CIENCIAS AGRARIAS,2017,38,5,10.5433/1679-0359.2017v38n5p2887,,,,,,,,,,,,,,
607,"Gitonga, NM; Shisanya, CA; Hornetz, B; Maingi, JM",Nitrogen fixation by Vigna radiata L. Wilczek in pure and mixed stands in SE-Kenya,SYMBIOSIS,1999,27,3-4,,,,,,,,,,,,,,,
608,"Ma, L; Yi, DX; Yang, JF; Liu, XQ; Pang, YZ","Genome-Wide Identification, Expression Analysis and Functional Study of CCT Gene Family in Medicago truncatula",PLANTS-BASEL,2020,9,4,10.3390/plants9040513,,,,,,,,,,,,,,
609,"Chungu, C; Mather, DE; Reid, LM; Hamilton, RI",Inheritance of kernel resistance to Fusarium graminearum in maize,JOURNAL OF HEREDITY,1996,87,5,10.1093/oxfordjournals.jhered.a023019,,,,,,,,,,,,,,
610,"Mrema, E; Shimelis, H; Laing, M",Combining ability of yield and yield components among Fusarium oxysporum f.sp. strigae-compatible and Striga-resistant sorghum genotypes,ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,,,,10.1080/09064710.2019.1674915,,,,,,,,,,,,,,
611,"Yang, S; Min, FX; Wang, WZ; Wei, Q; Dong, XZ; Wang, XD; Wang, L; Lyu, DQ; Zhang, JH",Transcriptome Analysis of Rhizoctonia solani Anastomosis Group 5 Early Invasion in Potato,INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY,2018,20,8,10.17957/IJAB/15.0684,,,,,,,,,,,,,,
612,"Jan, FJ; Pang, SZ; Tricoli, DM; Gonsalves, D",Evidence that resistance in squash mosaic comovirus coat protein-transgenic plants is affected by plant developmental stage and enhanced by combination of transgenes from different lines,JOURNAL OF GENERAL VIROLOGY,2000,81,,10.1099/0022-1317-81-9-2299,,,,,,,,,,,,,,
613,"Garita, SA; Bernardo, VF; Guimaraes, MD; Arango, MC; Ruscitti, MF",Mycorrhization and grafting improve growth in the tomato and reduce the population of Nacobbus aberrans,REVISTA CIENCIA AGRONOMICA,2019,50,4,10.5935/1806-6690.20190072,,,,,,,,,,,,,,
614,"Windham, GL; Williams, WP; Mylroie, JE; Reid, CX; Womack, ED",A Histological Study of Aspergillus flavus Colonization of Wound Inoculated Maize Kernels of Resistant and Susceptible Maize Hybrids in the Field,FRONTIERS IN MICROBIOLOGY,2018,9,,10.3389/fmicb.2018.00799,,,,,,,,,,,,,,
615,"Schlemper, TR; Leite, MFA; Lucheta, AR; Shimels, M; Bouwmeester, HJ; van Veen, JA; Kuramae, EE",Rhizobacterial community structure differences among sorghum cultivars in different growth stages and soils,FEMS MICROBIOLOGY ECOLOGY,2017,93,8,10.1093/femsec/fix096,,,,,,,,,,,,,,
616,"Younes, NA; Dawood, MFA; Wardany, AA","The phyto-impact of fluazinam fungicide on cellular structure, agro-physiological, and yield traits of pepper and eggplant crops",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2020,27,15,10.1007/s11356-020-08289-z,,,,,,,,,,,,,,
617,"Schwarz, D; Welter, S; George, E; Franken, P; Lehmann, K; Weckwerth, W; Dolle, S; Worm, M",Impact of arbuscular mycorrhizal fungi on the allergenic potential of tomato,MYCORRHIZA,2011,21,5,10.1007/s00572-010-0345-z,,,,,,,,,,,,,,
618,"Yildirim, E; Donmez, MF; Turan, M",Use of Bioinoculants in Ameliorative Effects on Radish Plants Under Salinity Stress,JOURNAL OF PLANT NUTRITION,2008,31,12,10.1080/01904160802446150,,,,,,,,,,,,,,
619,"Carr, DE; Murphy, JF; Eubanks, MD",Genetic variation and covariation for resistance and tolerance to Cucumber mosaic virus in Mimulus guttatus (Phrymaceae): a test for costs and constraints,HEREDITY,2006,96,1,10.1038/sj.hdy.6800743,,,,,,,,,,,,,,
620,"Stark, LR; Nichols, L; McLetchie, DN; Bonine, ML",Do the sexes of the desert moss Syntrichia caninervis differ in desiccation tolerance? A leaf regeneration assay,INTERNATIONAL JOURNAL OF PLANT SCIENCES,2005,166,1,10.1086/425671,,,,,,,,,,,,,,
621,"Sasek V; Bhatt, M; Cajthaml, T; Malachova, K; Lednicka, D",Compost-mediated removal of polycyclic aromatic hydrocarbons from contaminated soil,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,2003,44,3,10.1007/s00244-002-2037-y,,,,,,,,,,,,,,
622,"Borges, PRS; Saboya, RDC; Saboya, LMF; dos Santos, ER; de Souza, SEA","DRY MASS PARTITIONING AND GRAIN YIELD OF COWPEA PLANTS INOCULATED WITH RHIZOBIA IN GURUPI, TO",REVISTA CAATINGA,2012,25,1,,,,,,,,,,,,,,,
623,"Duda, GP; Guerra, JGM; Pereira, MG; Dos Anjos, LHC; Ribeiro, MR",Phosphorus bioavailable evaluation in different soil classes from Brazil,SEMINA-CIENCIAS AGRARIAS,2013,34,4,10.5433/1679-0359.2013v34n4p1563,,,,,,,,,,,,,,
624,"Wang, XQ; Liu, JT; Zhang, N; Yang, H","Adsorption, mobility, biotic and abiotic metabolism and degradation of pesticide exianliumi in three types of farmland",CHEMOSPHERE,2020,254,,10.1016/j.chemosphere.2020.126741,,,,,,,,,,,,,,
625,"Unuk, T; Martinovic, T; Finzgar, D; Sibanc, N; Grebenc, T; Kraigher, H",Root-Associated Fungal Communities From Two Phenologically Contrasting Silver Fir (Abies alba Mill.) Groups of Trees,FRONTIERS IN PLANT SCIENCE,2019,10,,10.3389/fpls.2019.00214,,,,,,,,,,,,,,
626,"Hogendorp, BK; Cloyd, RA; Swiader, JM","Effect of nitrogen fertility on reproduction and development of citrus mealybug, Planococcus citri Risso (Homoptera : Pseudococcidae), feeding on two colors of coleus, Solenostemon scutellarioides L. Codd",ENVIRONMENTAL ENTOMOLOGY,2006,35,2,10.1603/0046-225X-35.2.201,,,,,,,,,,,,,,
627,"Han, JY; Xiao, HF; Gao, JY",Seasonal dynamics of mycorrhizal fungi in Paphiopedilum spicerianum (Rchb. f) Pfitzer - A critically endangered orchid from China,GLOBAL ECOLOGY AND CONSERVATION,2016,6,,10.1016/j.gecco.2016.03.011,,,,,,,,,,,,,,
628,"Bedassa, SB; Akkaya, MS; Ersoy, F",HvSRP72 silencing enhanced Blumeria graminis f. sp. hordei growth in compatible interaction with barley,JOURNAL OF PLANT PATHOLOGY,2019,101,1,10.1007/s42161-018-0145-4,,,,,,,,,,,,,,
629,"Machado, SR; Barreiro, DP; Rocha, JF; Rodrigues, TM",Dendroid colleters on vegetative and reproductive apices in Alibertia sessilis (Rubiaceae) differ in ultrastructure and secretion,FLORA,2012,207,12,10.1016/j.flora.2012.09.013,,,,,,,,,,,,,,
630,"Soares, SAG; Mariano, RDR; Cavalcante, UMT; Maia, LC",EFFECT OF BACTERIA ON GERMINATION OF ARBUSCULAR MYCORRIZAL FUNGI AND THEIR CO-INOCULATION ON PINEAPPLE SEEDLINGS,REVISTA CAATINGA,2009,22,2,,,,,,,,,,,,,,,
631,"GOODWIN, J",THE ROLE OF MYCORRHIZAL FUNGI IN COMPETITIVE INTERACTIONS AMONG NATIVE BUNCHGRASSES AND ALIEN WEEDS - A REVIEW AND SYNTHESIS,NORTHWEST SCIENCE,1992,66,4,,,,,,,,,,,,,,,
632,"MOERSCHBACHER, BM; VANDER, P; SPRINGER, C; NOLL, U; SCHMITTMANN, G","PHOTOSYNTHESIS IN STEM RUST-INFECTED, RESISTANT AND SUSCEPTIBLE NEAR-ISOGENIC WHEAT LEAVES",CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,1994,72,7,10.1139/b94-124,,,,,,,,,,,,,,
633,"Cho, LH; Yoon, J; An, G",The control of flowering time by environmental factors,PLANT JOURNAL,2017,90,4,10.1111/tpj.13461,,,,,,,,,,,,,,
634,"Delmotte, F; Mestre, P; Schneider, C; Kassemeyer, HH; Kozma, P; Richart-Cervera, S; Rouxel, M; Deliere, L","Rapid and multiregional adaptation to host partial resistance in a plant pathogenic oomycete: Evidence from European populations of Plasmopara viticola, the causal agent of grapevine downy mildew",INFECTION GENETICS AND EVOLUTION,2014,27,,10.1016/j.meegid.2013.10.017,,,,,,,,,,,,,,
635,"Audet, P",Examining the ecological paradox of the 'mycorrhizal-metal-hyperaccumulators',ARCHIVES OF AGRONOMY AND SOIL SCIENCE,2013,59,4,10.1080/03650340.2012.658378,,,,,,,,,,,,,,
636,"Ugoji, EO; Laing, MD; Hunter, CH",Colonization of Bacillus spp. on seeds and in plant rhizoplane,JOURNAL OF ENVIRONMENTAL BIOLOGY,2005,26,3,,,,,,,,,,,,,,,
637,"Quencez, C; Desprez-Loustau, ML; Bastien, C","Reliability of field, greenhouse and cut-shoot screening procedures for evaluating susceptibility of Scots pine to Melampsora pinitorqua",FOREST PATHOLOGY,2001,31,4,10.1046/j.1439-0329.2001.00240.x,,,,,,,,,,,,,,
638,"Medina-Roldan, E; Bardgett, RD",Plant and soil responses to defoliation: a comparative study of grass species with contrasting life history strategies,PLANT AND SOIL,2011,344,1-2,10.1007/s11104-011-0756-4,,,,,,,,,,,,,,
639,"Kauserud, H; Heegaard, E; Buntgen, U; Halvorsen, R; Egli, S; Senn-Irlet, B; Krisai-Greilhuber, I; Damon, W; Sparks, T; Norden, J; Hoiland, K; Kirk, P; Semenov, M; Boddy, L; Stenseth, NC",Warming-induced shift in European mushroom fruiting phenology,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,109,36,10.1073/pnas.1200789109,,,,,,,,,,,,,,
640,"Nakano, H; Mizuno, N; Tosa, Y; Yoshida, K; Park, P; Takumi, S",Accelerated Senescence and Enhanced Disease Resistance in Hybrid Chlorosis Lines Derived from Interspecific Crosses between Tetraploid Wheat and Aegilops tauschii,PLOS ONE,2015,10,3,10.1371/journal.pone.0121583,,,,,,,,,,,,,,
641,"Rodriguez-Zaraqoza, S; Gonzalez-Ruiz, T; Gonzalez-Lozano, E; Lozada-Rojas, A; Mayzlish-Gati, E; Steinberger, Y","Vertical distribution of microbial communities under the canopy of two legume bushes in the Tehuacan Desert, Mexico",EUROPEAN JOURNAL OF SOIL BIOLOGY,2008,44,4,10.1016/j.ejsobi.2008.05.003,,,,,,,,,,,,,,
642,"Fuchs, B; Breuer, T; Findling, S; Krischke, M; Mueller, MJ; Holzschuh, A; Krauss, J",Enhanced aphid abundance in spring desynchronizes predator-prey and plant-microorganism interactions,OECOLOGIA,2017,183,2,10.1007/s00442-016-3768-1,,,,,,,,,,,,,,
643,"Gulbaz, G; Kamber, U",Experimentally fermented sausage from goose meat and quality attributes,JOURNAL OF MUSCLE FOODS,2008,19,3,10.1111/j.1745-4573.2008.00107.x,,,,,,,,,,,,,,
644,"Wasilewska, L",Changes in the structure of the soil nematode community over long-term secondary grassland succession in drained fen peat,APPLIED SOIL ECOLOGY,2006,32,2,10.1016/j.apsoil.2005.07.003,,,,,,,,,,,,,,
645,"Afkhami, ME; Rudgers, JA",Symbiosis lost: Imperfect vertical transmission of fungal endophytes in grasses,AMERICAN NATURALIST,2008,172,3,10.1086/589893,,,,,,,,,,,,,,
646,"Silvani, VA; Colombo, RP; Scorza, MV; Bidondo, LF; Rothen, CP; Scotti, A; Fracchia, S; Godeas, A",Arbuscular mycorrhizal fungal diversity in high-altitude hypersaline Andean wetlands studied by 454-sequencing and morphological approaches,SYMBIOSIS,2017,72,2,10.1007/s13199-016-0454-3,,,,,,,,,,,,,,
647,"da Cunha, RP; Correa, MF; Schuch, LOB; de Oliveira, RC; Abreu, JD; da Silva, JDG; de Almeida, TL",Different treatments of seeds on the development of soybean plants,CIENCIA RURAL,2015,45,10,10.1590/0103-8478cr20140742,,,,,,,,,,,,,,
648,"MARYUSHKIN, VF; DATSENKO, VK; KUROCHKINA, LL; STARCHENKOV, EP; MIKHAILOV, VG",VARIABILITY OF SYMBIOTIC NITROGEN-FIXATION IN DIFFERENT SOYA GENOTYPES,FIZIOLOGIYA I BIOKHIMIYA KULTURNYKH RASTENII,1990,22,2,,,,,,,,,,,,,,,
