WOS relevance rank	ScorerInits	Authors	Article Title	Source Title	Publication Date	Publication Year	Volume	Issue	DOI	Relevant? Y/N	relevantpt2	Second opinion needed?	second opinion note	Plant species	who will split out individual effects in study	lifeform	mating	MicrobeM-P-O	micr.loc.raw	Micrloc.1	Micrloc.2	micrtax.raw	micrtax.sim1	micrtax.sim2	phen infl micr	phenology of microbes	culture.vsother	culture.sim	strainvcomm.raw	Strainvcomm.1	phen.trait.raw	phen.trait.2	anyeffect	direction.effect.split	direction.grouped	state.relative.too	treatment	reason/s for multiple directions of effects	selection.measured	What fitness components?	raw data available?	Notes	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	field; open canopy; shade	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	field; med canopy; no shade	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	field; med canopy; shade	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	field; closed canopy; no shade	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination prb	y	none	reduces germination prb conditionally; none	without focal microbe	field; closed canopy; shade	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		not sure this whole study needs quite so many rows, but since some effects were contingent, I felt I should include ALL the treatments where I could tell effects were tested separately	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination time	y	earlier	reduces germination prb conditionally; none	without focal microbe	field; open canopy; no shade	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		these effects I infer from the direction of means in the figure; the authors report a significant effect but then do not dissect it for the reader in text or table	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination time	y	earlier	reduces germination prb conditionally; none	without focal microbe	field; open canopy; shade	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		these effects I infer from the direction of means in the figure; the authors report a significant effect but then do not dissect it for the reader in text or table	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination time	y	none	reduces germination prb conditionally; none	without focal microbe	field; med canopy; no shade	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		these effects I infer from the direction of means in the figure; the authors report a significant effect but then do not dissect it for the reader in text or table	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination time	y	none	reduces germination prb conditionally; none	without focal microbe	field; med canopy; shade	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		these effects I infer from the direction of means in the figure; the authors report a significant effect but then do not dissect it for the reader in text or table	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination time	y	delayed	reduces germination prb conditionally; none	without focal microbe	field; closed canopy; no shade	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		these effects I infer from the direction of means in the figure; the authors report a significant effect but then do not dissect it for the reader in text or table	
68	MRG	Gundel, PE; Maseda, PH; Ghersa, CM; Benech-Arnold, RL	Effects of the Neotyphodium endophyte fungus on dormancy and germination rate of Lolium multiflorum seeds	AUSTRAL ECOLOGY	SEP	2006	31	6	10.1111/j.1442-9993.2006.01638.x	y	y	n		Lolium multiflorum	AO	annual	outcross	other	endophyte	systemic	root; shoot; reproductive; seed	Endophyte fungus	fungi	fungi	n	n	removal via fungicide	removed	strain	strain	Germination rate & prb	germination time	y	delayed	reduces germination prb conditionally; none	without focal microbe	field; closed canopy; shade	reduced probability only in the first year; really marginal effects on timing not discussed if significant so assume not	n	germination rate		these effects I infer from the direction of means in the figure; the authors report a significant effect but then do not dissect it for the reader in text or table	
106	MRG	Scagel, CF; Schreiner, RP	Phosphorus supply alters tuber composition, flower production, and mycorrhizal responsiveness of container-grown hybrid Zantedeschia	PLANT AND SOIL	MAY	2006	283	1-2	10.1007/s11104-006-0022-3	y	y	n		Zantedeschia 'Majestic Red'	AO	perennial		nutrients	root	root; soil	root	AMF (Glomus intraradices)	AMF	MF	n	n	culturing step	culture	strains	strain	shoot emergence, flowering time; flowering peak; flowering duration; individual flower senescence	budburst	y	none	various	without focal microbe	majestic red; p level 1; year 1	two plant varieties, multiple nutrient levels, different years in perennial	n	number of shoots, tuber biomass, number of flowers			
106	MRG	Scagel, CF; Schreiner, RP	Phosphorus supply alters tuber composition, flower production, and mycorrhizal responsiveness of container-grown hybrid Zantedeschia	PLANT AND SOIL	MAY	2006	283	1-2	10.1007/s11104-006-0022-3	y	y	n		Zantedeschia 'Majestic Red'	AO	perennial		nutrients	root	root; soil	root	AMF (Glomus intraradices)	AMF	MF	n	n	culturing step	culture	strains	strain	shoot emergence, flowering time; flowering peak; flowering duration; individual flower senescence	budburst	y	none	various	without focal microbe	majestic red; p level 2; year 1	two plant varieties, multiple nutrient levels, different years in perennial	n	number of shoots, tuber biomass, number of flowers		measured nutrients and may ascribe some effects to nutrition vs other impacts of mycorrhizae	
106	MRG	Scagel, CF; Schreiner, RP	Phosphorus supply alters tuber composition, flower production, and mycorrhizal responsiveness of container-grown hybrid Zantedeschia	PLANT AND SOIL	MAY	2006	283	1-2	10.1007/s11104-006-0022-3	y	y	n		Zantedeschia 'Majestic Red'	AO	perennial		nutrients	root	root; soil	root	AMF (Glomus intraradices)	AMF	MF	n	n	culturing step	culture	strains	strain	shoot emergence, flowering time; flowering peak; flowering duration; individual flower senescence	budburst	y	delayed	various	without focal microbe	majestic red; p level 3; year 1	two plant varieties, multiple nutrient levels, different years in perennial	n	number of shoots, tuber biomass, number of flowers			
106	MRG	Scagel, CF; Schreiner, RP	Phosphorus supply alters tuber composition, flower production, and mycorrhizal responsiveness of container-grown hybrid Zantedeschia	PLANT AND SOIL	MAY	2006	283	1-2	10.1007/s11104-006-0022-3	y	y	n		Zantedeschia 'Majestic Red'	AO	perennial		nutrients	root	root; soil	root	AMF (Glomus intraradices)	AMF	MF	n	n	culturing step	culture	strains	strain	shoot emergence, flowering time; flowering peak; flowering duration; individual flower senescence	budburst	y	earlier	various	without focal microbe	majestic red; p level 1; year 2	two plant varieties, multiple nutrient levels, different years in perennial	n	number of shoots, tuber biomass, number of flowers		"not sure what to do with the following because unclear if result of treatment effects I have already included ""Shoot emergence of inoculated plants in 2003 was nega- tively correlated with the extent of root coloniza- tion in ‘Majestic Red’ (R=)0.487, P<0.016, n=24) but not ‘Pot of Gold’."""	
